recipe_id,ingredient_id
62368,1388
62368,2683
62368,6654
62368,800
111875,342
111875,5261
111875,4717
111875,7501
42522,1910
42522,6654
42522,7060
42522,399
42522,1168
34930,4821
34930,2159
34930,4053
34930,3543
34930,298
34930,112
34930,4308
34930,7213
34930,5010
63793,2001
63793,5648
63793,1480
63793,5502
63793,1166
63793,5168
63793,6270
61973,7887
61973,4901
61973,800
61973,335
61973,6270
61973,1511
61973,1093
61973,5825
61973,869
61973,1819
61973,2499
61973,7449
45859,4406
45859,4384
45859,7132
45859,7271
45859,4399
45859,3344
58651,2683
58651,800
58651,840
58651,5298
58651,1388
59534,3484
59534,7235
59534,1057
59534,4863
59534,4717
59534,5010
59534,6270
59534,3184
59534,5319
59534,840
59534,1803
59534,1168
59534,1480
24137,6790
24137,6715
24137,2461
24137,7233
24137,5185
24137,3184
24137,5006
24137,3815
24137,6276
40237,2683
40237,6906
40237,1584
40237,335
40237,6270
40237,7557
40237,7620
40237,7449
40237,7655
18537,5591
18537,170
18537,800
18537,1563
104243,1168
104243,6104
104243,7295
104243,3597
104243,5731
104243,7033
104243,1168
104243,6129
104243,5813
104243,4308
104243,840
104243,3758
104243,4623
104243,3732
104243,1910
104243,3437
105069,7921
105069,5010
105069,840
105069,4287
105069,7655
105069,437
105069,6654
105069,2683
105069,6276
105069,2794
70099,6074
70099,1093
70099,2534
70099,6335
70099,405
70099,3184
70099,2809
70099,6696
70099,6413
70099,6084
70099,3723
70099,1330
70099,2777
333281,547
333281,7367
333281,2499
333281,3355
333281,7407
333281,7470
333281,741
333281,4096
333281,63
234069,2195
234069,5062
234069,800
37841,2646
37841,6335
37841,6083
37841,5276
37841,6413
37841,7774
37841,6270
37841,3269
37841,6696
144952,840
144952,5006
144952,7979
144952,6906
144952,2683
144952,437
144952,437
144952,6443
144952,2718
144952,7033
144952,5180
144952,6165
144952,3203
453467,7790
453467,800
453467,6270
453467,4574
453467,2499
453467,7449
453467,7655
453467,63
453467,7887
453467,335
453467,1388
31835,6787
31835,1825
31835,2499
31835,5010
31835,840
31835,1917
31835,6243
197013,7233
197013,6324
197013,5006
197013,7770
197013,685
197013,6906
197013,5168
197013,2324
197013,2320
197013,2212
197013,3217
197013,393
197013,6270
197013,5319
306168,2969
306168,1917
306168,1168
306168,3217
306168,3486
306168,6270
306168,4717
306168,6696
306168,2749
286009,840
286009,6906
286009,2499
286009,63
286009,7853
286009,5767
286009,77
24514,204
24514,2499
24514,7387
24514,4987
24514,7367
24514,2807
42508,1240
42508,1504
42508,7946
42508,1329
42508,6270
42508,590
42508,3806
42508,367
116679,2965
116679,1910
116679,2434
116679,6654
116679,7656
116679,1168
116679,6098
124286,2683
124286,6906
124286,335
124286,1589
124286,6270
124286,4623
124286,7655
124286,7449
124286,3865
124286,1789
124286,4717
190,4187
190,4206
190,5010
190,3203
190,821
190,7233
190,7655
190,1329
190,2007
190,692
190,5108
190,5168
190,6906
190,7406
190,1795
190,4479
190,2683
190,1831
475785,4650
475785,7390
475785,3294
475785,7367
475785,2499
475785,288
475785,7979
475785,5915
475785,6478
475785,2807
475785,4096
475785,7774
475785,5006
17265,5375
17265,2509
17265,5760
17265,2045
17265,3512
17265,3497
17265,4964
17265,3498
17265,6270
17265,3668
17265,4717
17265,2499
50662,422
50662,2683
50662,5168
50662,5010
50662,1917
50662,332
50662,6270
50662,5667
50662,1133
50662,2433
50662,5556
50662,7557
50662,4717
50662,6654
50662,840
50662,728
177187,840
177187,800
177187,7449
177187,632
177187,335
177187,954
177187,4958
177187,2683
177187,6906
177187,2499
177187,332
177187,1388
118843,840
118843,7790
118843,800
118843,2499
118843,7449
118843,2683
118843,4975
118843,6270
118843,332
118843,335
118843,1388
118843,0
118843,4958
208179,4717
208179,2683
208179,840
208179,3355
208179,7449
500166,3484
500166,7060
500166,7061
500166,4308
500166,7213
500166,5010
500166,6265
500166,1168
500166,1809
501028,6820
501028,5564
501028,7770
501028,519
501028,3578
501028,3184
501028,397
501028,1496
501028,7229
501028,437
501028,7258
501028,1248
501028,432
501028,6332
501028,1511
501028,4688
501028,2007
501028,3500
501028,590
501028,6270
501028,4320
501028,2051
136602,5476
136602,7132
136602,5061
136602,7271
136602,7650
136602,4284
136602,4401
136602,800
136602,6473
136602,2499
136602,63
136602,335
136602,6270
136602,5298
136602,1910
136602,840
136602,5695
69190,1917
69190,1914
69190,5648
69190,5010
69190,1124
69190,1093
69190,7655
69190,840
69190,4717
69190,693
69190,5656
503475,2499
503475,4717
503475,2683
503475,6906
503475,6270
503475,1909
503475,150
503475,840
503475,1511
503475,4287
522861,4717
522861,6270
522861,4495
522861,1170
522861,2780
522861,840
522861,5010
522861,3203
457136,5648
457136,6280
457136,4495
457136,3668
457136,4860
457136,590
457136,1170
457136,7367
457136,5010
457136,2627
455351,5648
455351,5314
455351,5010
455351,840
455351,1170
455351,4717
455351,6276
455351,170
333797,2394
333797,7655
333797,6270
333797,5561
333797,3248
428056,2394
428056,7655
428056,5010
428056,1563
428056,1093
428056,3598
428056,2378
428056,3512
428056,6270
428056,5319
428056,786
306245,2898
306245,7655
306245,4964
306245,840
523359,3484
523359,3533
523359,7655
523359,1833
523359,7937
523359,7229
523359,1329
523359,5168
523359,7799
523359,6270
523359,2318
523359,3355
523359,3217
523359,3486
495314,7228
495314,2045
495314,170
495314,5550
495314,4568
495314,4436
495314,155
495314,6270
495314,5106
495314,3353
495314,1118
149593,2683
149593,6906
149593,332
149593,335
149593,6270
149593,840
149593,6654
149593,2499
149593,7449
227924,5112
227924,7474
227924,3108
227924,840
100540,7714
100540,5721
100540,840
155959,339
155959,6696
155959,7946
155959,5006
155959,3203
155959,6183
155959,2816
155959,4464
29214,2847
29214,3203
29214,4574
29214,1257
29214,2350
29214,2378
29214,2451
29214,7135
29214,3800
29214,2426
29214,1833
29214,4717
29214,5180
29214,6745
29214,2320
29214,6274
92533,70
92533,7483
92533,840
92533,1511
92533,4964
92533,208
92533,1910
92533,6654
92533,7449
92533,2499
209203,298
209203,840
209203,5902
209203,6024
42151,7594
42151,4623
42151,3758
42151,7049
42151,7946
327356,6009
327356,4253
327356,7655
325509,4998
325509,7655
325509,524
325509,3510
325509,7040
325509,856
236184,2683
236184,4717
236184,6906
236184,7449
236184,6270
236184,2499
236184,2718
236184,1910
236184,2962
236184,4958
236184,5695
236184,648
236184,4568
241445,5985
241445,5010
241445,1124
241445,1257
241445,6654
241445,7594
241445,7774
241445,6270
241445,4436
241445,1168
241445,1372
241445,298
149887,7956
149887,7650
149887,3355
149887,840
149887,4717
149887,2499
149887,2683
149887,7485
149887,6270
149887,800
149887,1511
149887,1910
149887,5695
112984,6713
112984,221
112984,7768
112984,5915
112984,3203
112984,6711
112984,3940
112984,4836
112984,5180
112984,6276
200148,3324
200148,7542
200148,4574
200148,6626
200148,1910
200148,3057
200148,4987
200148,4253
200148,7470
200148,4568
200148,1795
200148,1833
200148,7655
445026,7557
445026,63
445026,5010
445026,3399
445026,1124
445026,1954
445026,3203
445026,1257
445026,1707
445026,6324
445026,2959
445026,5890
70611,3484
70611,2499
70611,1873
70611,2200
70611,5365
70611,5010
70611,6276
70611,1168
273326,3670
273326,382
273326,5185
273326,3184
273326,4253
273326,5182
273326,5180
273326,840
273326,906
273326,6270
273326,7774
273326,4416
273326,6260
310570,5357
310570,2499
310570,4717
310570,2594
310570,4987
310570,1838
318677,7783
318677,6368
318677,4308
318677,2001
318677,255
318677,3840
318677,6696
318677,5365
80050,2683
80050,335
80050,2499
80050,4743
80050,7022
80050,7642
80050,4773
80050,4570
269984,1252
269984,269
269984,1124
269984,7770
269984,1297
269984,4096
269984,5319
269984,4619
269984,2499
269984,4987
269984,6270
269984,6906
269984,332
317508,3022
317508,6654
317508,1920
317508,1168
317508,5556
53872,4189
53872,7593
53872,3939
53872,2499
53872,6696
53872,3540
53872,3500
53872,5106
53872,2808
53872,5966
53872,2817
53872,29
53872,4053
53872,6352
53872,5006
268942,4497
268942,5010
268942,3399
268942,1124
268942,840
268942,1914
268942,7284
268942,4863
176110,4763
176110,6906
176110,1504
176110,4053
176110,7557
176110,5319
176110,3203
176110,6270
176110,2430
176110,5168
176110,7049
205331,6378
205331,6006
205331,5966
205331,5915
205331,7658
205331,3930
205331,4097
205331,4287
205331,6426
205331,6009
205331,5106
205331,5006
205331,7288
205331,5338
205331,4023
165856,5070
165856,869
165856,2499
165856,6395
165856,6374
165856,3486
165856,1043
474769,4610
474769,6335
474769,3294
474769,2499
474769,2512
474769,63
474769,298
474769,3203
474769,3087
474769,6270
138005,5574
138005,2499
138005,4717
138005,3486
138005,6374
138005,6395
138005,905
138005,1043
138005,2683
138005,6276
216945,6829
216945,3840
216945,5831
216945,7655
216945,7134
164526,5760
164526,7550
164526,6546
164526,3399
164526,1124
164526,5966
164526,6597
164526,342
164526,150
164526,6270
164526,3536
164526,2778
164526,5761
164526,5351
50184,4863
50184,4574
50184,3203
50184,2465
50184,7655
50184,7548
50184,5185
50184,1329
50184,4964
316470,4544
316470,5038
316470,7452
316470,6846
316470,3829
343338,5006
343338,4227
343338,3203
343338,6220
343338,7550
343338,7713
343338,2879
343338,6276
137434,1252
137434,3203
137434,6697
137434,7337
137434,5010
137434,1297
137434,1083
137434,1527
137434,591
137434,1563
137434,1799
137434,2809
137434,3502
137434,1329
137434,6272
137434,2783
95534,6215
95534,3217
95534,2320
95534,590
95534,673
95534,432
95534,2378
95534,7049
95534,3203
95534,7946
95534,6270
30473,7655
30473,3248
30473,7117
30473,3723
30473,4717
24470,3484
24470,6324
24470,7594
24470,7057
311991,4189
311991,6805
311991,5010
311991,519
311991,7233
311991,4053
311991,7799
311991,800
311991,7946
311991,3217
311991,3525
311991,3610
225707,6250
225707,6335
225707,6270
225707,5319
225707,6256
225707,1093
225707,2786
225707,3440
225707,512
225707,7768
225707,3269
225707,6084
225707,3723
225707,3203
225707,6696
225707,6237
242830,5574
242830,5006
242830,5010
242830,2587
242830,5168
242830,2461
242830,1257
242830,2832
336744,5831
336744,2499
336744,5915
336744,588
336744,5340
336744,3940
336744,3217
336744,4836
336744,6160
83542,2499
83542,800
83542,4987
83542,4717
83542,4807
83542,2683
83542,332
83542,335
83542,6270
83542,4901
83542,5825
83542,6416
83542,6937
91626,769
91626,2451
91626,6696
91626,800
91626,4741
91626,3203
91626,5324
91626,5010
91626,602
91626,5090
91626,5093
303457,5276
303457,3148
303457,7997
303457,1799
303457,7337
303457,6797
303457,4298
303457,4016
303457,1563
303457,1083
303457,3269
176717,3333
176717,7485
176717,1789
176717,653
39226,7229
39226,7655
39226,7620
39226,996
39226,1329
39226,2318
39226,6270
39226,1833
39226,1119
39226,6906
39226,5024
39226,3217
216030,800
216030,840
216030,2499
216030,335
216030,332
216030,6270
216030,911
216030,7449
216030,5825
216030,4969
216030,1810
216030,6477
216030,4958
268169,7865
268169,5006
268169,840
268169,5010
268169,4096
268169,5319
268169,3941
98357,1807
98357,1317
98357,5010
98357,1168
98357,6654
98357,6265
150365,2499
150365,5491
150365,1113
150365,7557
150365,6270
150365,5319
150365,5188
243251,4096
243251,3486
243251,2813
243251,840
243251,5006
243251,5010
243251,4785
243251,7642
20186,3597
20186,112
20186,5365
20186,4053
20186,3610
109818,1093
109818,298
109818,7235
109818,6906
243785,3484
243785,2499
243785,4053
243785,6363
243785,5033
243785,800
207525,3495
207525,6324
207525,7594
207525,7946
207525,5106
207525,3217
207525,3532
207525,6225
226246,5419
226246,840
226246,800
226246,3276
226246,1107
226246,2499
226246,7469
226246,6391
226246,4717
353044,342
353044,7655
353044,3723
353044,150
353044,1607
353044,2680
353044,4970
353044,3393
263781,6654
263781,7561
263781,6335
263781,7656
263781,4623
263781,3640
66932,790
66932,5006
66932,5224
66932,1093
66932,761
66932,6528
66932,2499
66932,6696
48131,5753
48131,6516
48131,2509
48131,3326
48131,208
48131,5759
32363,6028
32363,534
293225,7406
293225,2552
293225,869
293225,7355
293225,335
293225,6270
293225,7367
293225,6906
293225,4145
293225,5767
293225,1938
293225,5695
293225,1375
293225,3668
293225,4330
293225,3736
235173,6462
235173,5006
235173,5010
235173,5915
235173,1814
235173,1316
235173,3203
235173,3502
235173,7970
235173,1505
235173,2837
235173,4401
226001,7655
226001,840
226001,63
226001,2499
226001,3910
226001,7703
220186,5648
220186,1124
220186,7770
220186,3625
220186,4763
220186,4717
220186,6906
220186,4880
220186,2148
220186,7774
220186,2817
220186,6270
217201,7655
217201,7783
217201,7117
217201,6374
217201,590
217201,2212
217201,1329
217201,3217
217201,1119
217201,6696
217201,4253
217201,840
194665,3087
194665,5010
194665,6129
194665,4023
194665,2591
194665,5106
194665,2817
194665,537
194665,4717
194665,2499
269909,63
269909,335
269909,6270
269909,332
269909,1511
269909,4964
269909,68
269909,3498
269909,6906
269909,7655
269909,4987
269909,2499
269909,5753
269909,5298
259693,7557
259693,5574
259693,4473
259693,590
259693,2434
259693,7655
161370,1252
161370,5018
161370,7168
161370,68
161370,5319
161370,1329
161370,1118
161370,3248
161370,4964
161370,6243
161370,800
161370,1372
161370,1563
161370,1511
161370,5006
161370,3203
161370,5010
161370,5974
161370,3578
161370,6212
161370,1987
161370,4384
161370,3967
152261,3030
152261,4544
152261,6846
152261,4397
152261,3824
152259,159
152259,6846
152259,342
152259,7472
152259,3824
303460,6413
303460,7997
303460,3148
303460,3710
303460,1799
303460,2007
303460,3203
303460,2654
303460,1316
270259,840
270259,7402
270259,6906
270259,6270
270259,7470
270259,5328
270259,2499
270259,63
270259,7407
270259,5332
270259,955
345123,1708
345123,1043
345123,5058
345123,7799
345123,6270
345123,1746
345123,3430
345123,1124
345123,5434
345123,4533
345123,4449
345123,4623
125195,3046
125195,1124
125195,3625
125195,5010
125195,1168
125195,4623
125195,5365
125195,6906
125195,6374
125195,4880
141939,869
141939,4987
141939,3800
141939,2148
141939,2807
141939,6374
141939,590
141939,5010
141939,1289
141939,2404
141939,5180
141939,63
141939,2378
141939,5168
141939,1119
141939,3217
141939,840
171442,5565
171442,6374
171442,5319
171442,4053
171442,3710
171442,4253
171442,6906
171442,2807
171442,4479
171442,3580
171442,1511
171442,68
212188,5010
212188,3203
212188,1124
212188,1093
212188,6711
212188,485
212188,5224
212188,1803
212188,5915
212188,1280
212188,6193
212188,6270
212188,5319
212188,3940
262208,6757
262208,6654
262208,4699
262208,6843
262208,4574
262208,6276
262208,1786
262208,96
207857,1784
207857,5370
207857,7799
221049,1740
221049,1093
221049,5224
221049,2499
221049,1707
221049,6696
221049,1257
221116,1910
221116,1789
221116,909
221116,4780
130819,6787
130819,6906
130819,2499
130819,2683
130819,4299
130819,1620
130819,840
130819,5375
130819,1789
20223,3551
20223,1920
20223,2148
20223,2318
20223,6270
20223,3217
20223,590
20223,3497
20223,3498
20223,2325
190108,5006
190108,5966
190108,3203
190108,4996
190108,1297
190108,6009
190108,5106
190108,5185
190108,7049
190108,6355
190108,6549
190108,1110
190108,4231
190108,590
190108,790
190108,6819
190108,7235
190108,4994
190108,3571
158372,2499
158372,298
158372,2776
158372,7799
158372,1168
158372,6654
158372,5168
219681,1252
219681,5006
219681,4253
219681,7799
219681,3203
219681,2324
219681,2212
219681,2320
219681,3219
219681,6270
219681,1867
219681,6306
261215,673
261215,5791
261215,4574
261215,800
261215,2683
261215,2499
261215,6270
261215,1511
261215,4964
261215,335
261215,6477
261215,7449
261215,1909
261215,4958
179640,4595
179640,840
179640,6072
250883,1910
250883,3030
250883,5058
250883,1792
140855,4308
140855,7213
140855,5477
140855,6335
140855,1807
140855,7284
140855,1168
140855,255
140855,4253
140855,6654
140855,6254
140855,3203
140855,6906
140855,1329
140855,6270
140855,7049
120297,331
120297,5006
120297,1313
120297,1795
120297,3502
120297,2783
120297,3203
120297,7998
120297,7063
120297,6272
130492,2499
130492,4623
130492,869
130492,7557
130492,7970
130492,6906
130492,332
130492,6270
164634,6082
164634,4568
164634,6696
164634,6413
164634,3269
164634,3402
164634,5921
164634,1093
164634,6335
164634,150
293836,1043
293836,5122
293836,4473
293836,7655
293836,1296
293836,3217
293836,590
293836,7337
169586,1252
169586,6276
169586,2007
169586,1130
169586,3399
169586,7770
169586,2487
169586,2777
169586,3957
169586,1316
169586,1987
169586,1257
169586,255
261296,2516
261296,2509
261296,2595
261296,7233
261296,4836
261296,5180
261296,3217
261296,6270
261296,5319
261296,2212
101115,3484
101115,7783
101115,453
101115,5010
101115,2499
271594,3598
271594,3597
271594,5010
271594,1093
271594,1130
271594,3605
271594,7655
271594,3384
271594,4907
271594,609
271594,5456
271594,397
271594,7237
271594,6270
271594,5319
271594,3184
164291,4623
164291,1504
164291,3203
164291,2794
164291,1254
164291,2591
164291,5915
251528,4189
251528,6711
251528,3940
251528,3219
251528,1178
251528,4836
250833,1289
250833,5062
250833,367
250833,7946
250833,4253
343448,6270
343448,5168
343448,3486
343448,5024
343448,3217
343448,3536
343448,1795
343448,7337
